A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,Class
-0.598347,-0.473499,0.044184,-0.023246,0.045183,0.504121,-0.221461,-0.098829,0.346181,0.280975,-0.598347,-0.929689,-0.309117,-0.928383,-0.567672,-0.218539,-0.920149,-0.599885,-0.506586,-0.349947,-0.598347,-0.372645,0.054897,-0.404351,-0.187073,-0.195772,-0.487574,-0.211377,-0.193866,-0.119978,-0.598347,-0.278961,0.166146,-0.21832,0.227942,0.301795,-0.417145,0.080952,0.114245,0.125055,5
1.584709,2.003168,1.010794,1.74491,1.270079,1.106409,1.805996,1.367126,1.146922,0.709456,1.584709,1.312769,0.952854,2.10837,1.389868,1.798268,1.269121,1.100525,1.119446,0.815601,1.584709,1.226681,0.605029,1.001507,0.691561,0.611575,1.281618,0.892388,0.918813,0.75946,1.584709,1.540927,0.614118,1.696909,0.790022,0.425062,1.593937,0.862461,0.625503,0.526243,5
-0.288589,0.07633,0.092036,0.337336,0.341871,0.531089,0.342831,0.249562,0.507177,0.345247,-0.288589,-0.715658,0.011572,-0.618951,-0.142342,0.418015,-0.643933,-0.278649,-0.112262,-0.008321,-0.288589,-0.120357,0.319325,-0.03777,0.183293,0.158188,-0.088079,0.136105,0.237743,0.256924,-0.288589,0.207753,0.266031,0.246609,0.384076,0.260706,0.216651,0.32251,0.362428,0.335355,5
2.509066,1.837732,1.352138,1.671056,1.587959,1.830055,1.751064,1.77886,1.841744,1.327692,2.509066,1.040366,0.798448,1.547074,0.944041,1.514654,0.992904,0.655077,0.773859,0.52852,2.509066,1.65467,0.869457,1.235816,0.963425,0.786566,1.817205,1.252134,0.970289,0.952508,2.509066,1.7208,0.841131,1.641395,0.972178,0.759644,1.368452,0.805624,0.660248,0.519772,5
-0.175503,0.193108,0.449331,0.476356,0.579221,0.863696,0.297887,0.548182,0.841878,0.495215,-0.175503,-0.423798,0.011572,0.021502,0.200996,0.512553,-0.193802,0.115401,0.255478,0.092158,-0.175503,-0.169914,-0.048443,-0.170041,-0.127972,-0.11623,-0.017838,0.050257,0.031838,0.158868,-0.175503,0.260657,0.193387,0.218852,0.321622,0.290055,0.234933,0.388819,0.451774,0.435652,5
0.163756,-0.317795,0.165409,-0.175299,-0.018393,0.122072,-0.096618,0.073104,0.168239,0.397277,0.163756,-0.837267,-0.178466,-0.827637,-0.424187,0.399108,-0.930379,-0.655566,-0.524308,-0.367171,0.163756,-0.111347,0.164316,-0.196496,-0.076751,-0.084414,-0.20661,-0.109176,-0.071115,-0.000472,0.163756,0.112526,0.317488,0.14946,0.399689,0.589418,-0.179472,0.218308,0.273082,0.205939,5
1.49129,0.937568,0.095226,0.641442,0.50293,0.58053,0.632468,0.380774,0.333471,-0.367867,1.49129,0.369088,0.361955,0.669151,0.446969,1.05457,0.046608,0.016888,0.11813,-0.097316,1.49129,1.028455,0.556399,0.61603,0.514258,0.53601,0.816273,0.577611,0.467406,0.287567,1.49129,1.202343,0.689789,1.086256,0.795227,0.448542,1.039366,0.82457,0.804195,0.697718,5
-0.121418,0.256363,0.350436,0.424223,0.384255,0.36928,0.2879,0.380774,0.358891,0.314642,-0.121418,-0.360562,0.151131,-0.179989,0.062636,0.506251,-0.408637,-0.150155,-0.081248,-0.008321,-0.121418,0.438281,0.456098,0.359045,0.533959,0.428629,0.381657,0.495851,0.455527,0.13129,-0.121418,0.530466,0.777568,0.565814,0.894111,0.612898,0.612773,0.900353,0.848868,0.772132,5
0.20309,0.5921,0.465281,0.784806,0.490214,0.607499,0.652443,0.616051,0.778327,0.403398,0.20309,0.009127,0.400556,0.316542,0.385476,0.443226,0.072184,0.325275,0.273201,0.224215,0.20309,0.55992,0.769157,0.642484,0.888564,0.937695,0.688961,0.76566,0.807941,0.72269,0.20309,0.58866,0.898641,0.919715,0.95136,1.223364,0.801692,0.928771,0.888577,0.950079,5
0.537432,0.358544,0.506753,0.732673,0.346109,0.576036,0.677411,0.593428,0.723249,0.599275,0.537432,-0.243818,0.454004,-0.482225,0.103631,0.481041,-0.628587,-0.085908,0.051671,0.161057,0.537432,0.514868,0.261577,0.434629,0.380296,0.408744,0.451898,0.389562,0.483245,0.168061,0.537432,1.054213,0.653467,1.245858,0.961769,0.583549,0.935765,0.848252,0.764485,0.565067,5
2.784407,2.368099,1.441461,2.387876,1.617628,1.60532,2.215482,1.891974,1.892585,1.68884,2.784407,1.356548,0.747969,1.914075,0.718565,0.947427,1.192394,0.535149,0.605496,0.631869,2.784407,1.870917,0.462177,1.49658,0.825523,0.683162,1.869886,1.043645,1.093041,0.891223,2.784407,2.01706,1.037876,2.002235,1.331284,1.041398,1.770668,1.26032,1.196325,0.930666,5
0.5866,0.75267,0.656689,0.806527,0.545314,0.477152,0.927098,0.833229,0.812221,0.694153,0.5866,0.252344,0.584655,0.510836,0.436721,0.852889,0.026148,0.179648,0.113699,0.209861,0.5866,0.830229,0.456098,0.725626,0.707321,0.663277,0.890903,0.782012,0.697069,0.489807,0.5866,1.048922,0.598984,0.954411,0.659911,0.307665,1.082025,0.772469,0.595721,0.587715,5
2.848325,2.061557,1.183061,2.22279,1.554052,1.573857,2.585018,2.000563,1.939189,1.68884,2.848325,1.264125,0.70046,2.158742,0.872299,1.325579,1.529992,0.689343,0.711831,0.646223,2.848325,2.163752,0.273734,2.025666,1.069807,1.076893,2.616195,1.587351,1.722635,1.234419,2.848325,2.519646,1.104467,2.890457,1.424964,1.059007,2.447123,1.388204,1.166543,0.885371,5
0.350594,0.290423,0.299394,0.363402,0.21048,0.418721,0.487649,0.398872,0.549544,0.30546,0.350594,-0.360562,-0.018122,-0.223165,0.088258,0.499948,-0.429098,-0.133022,0.002934,-0.07722,0.350594,0.42026,0.626305,0.362824,0.707321,0.687139,0.539699,0.626667,0.578278,0.676726,0.350594,0.599241,0.695843,0.538057,0.821249,0.689206,0.44823,0.781942,0.759522,0.762426,5
0.935693,0.407201,0.149458,0.098396,0.227434,0.21646,0.108125,0.294807,0.113161,0.078977,0.935693,0.062635,0.326322,0.086267,0.339356,0.871797,-0.393292,-0.038793,0.064962,-0.059995,0.935693,0.672549,0.513847,0.351486,0.427577,0.476354,0.473848,0.450882,0.360494,0.284502,0.935693,0.699758,0.508179,0.572753,0.535004,0.413323,0.466512,0.469339,0.536157,0.425946,5
-0.362341,0.334215,0.813006,0.545866,0.731803,0.742339,0.457687,0.742738,0.956269,0.694153,-0.362341,-0.540542,0.056112,-0.367087,0.11388,0.468436,-0.439328,-0.03451,0.069393,0.06345,-0.362341,0.014797,0.352759,0.00758,0.285735,0.178073,0.034843,0.262834,0.166468,0.168061,-0.362341,0.440529,0.317488,0.565814,0.34244,0.125699,0.618867,0.445656,0.412065,0.487418,5
0.916025,0.450993,0.449331,0.571932,0.460546,0.603004,0.692392,0.643198,0.668172,0.681911,0.916025,0.412867,0.721245,0.863445,0.872299,1.294066,0.435357,0.642228,0.63651,0.436654,0.916025,1.127568,0.538162,0.888131,0.656101,0.532033,1.075286,0.970061,0.867337,0.633826,0.916025,0.927244,0.659521,0.891958,0.67032,0.50724,0.661526,0.630377,0.506375,0.41624,5
0.355511,0.669952,0.522704,0.61972,0.600413,0.58952,0.547574,0.833229,0.807984,0.562548,0.355511,0.057771,0.115499,0.287757,0.185622,0.323478,-0.07104,0.016888,0.002934,-0.0399,0.355511,0.577941,0.620226,0.532887,0.679741,0.380904,0.684571,0.692075,0.625794,0.65834,0.355511,0.832017,0.786648,0.954411,1.04504,0.882912,0.777316,0.971399,0.78434,0.662129,5
0.507932,0.572637,0.149458,0.910792,0.354586,0.724361,0.762305,0.195267,0.719013,0.213643,0.507932,-0.083295,0.388679,0.143836,0.11388,0.512553,0.026148,0.012605,0.220034,0.35053,0.507932,0.501353,0.647581,0.442187,0.65216,0.695093,0.63628,0.626667,0.653512,0.60012,0.507932,0.816146,0.550555,1.065438,0.790022,0.730295,0.874823,0.701423,0.675139,0.445358,5
0.522682,0.888911,0.573746,0.932514,0.702134,0.95359,0.867173,0.656772,0.837641,0.247309,0.522682,0.072364,0.243181,0.59719,0.503338,0.960032,0.194946,0.312425,0.437133,0.229956,0.522682,0.465312,0.264616,0.38172,0.399997,0.460446,0.574819,0.569435,0.578278,0.560285,0.522682,0.953696,0.226682,0.898897,0.347645,0.08461,0.984518,0.545121,0.585793,0.578009,5
-0.20992,0.46559,0.19731,0.584965,0.274056,0.611993,0.452693,0.394348,0.630042,0.247309,-0.20992,-0.341105,0.014541,-0.064851,-0.065476,0.210032,-0.296105,-0.107323,-0.041372,-0.028416,-0.20992,0.118416,0.088331,0.064268,0.112372,0.094555,0.096303,0.172897,0.162508,-0.018858,-0.20992,0.424658,0.232736,0.524178,0.425711,0.266576,0.515266,0.398292,0.436883,0.387121,5
0.031003,0.684549,0.615217,0.806527,0.714849,0.832233,0.637461,0.806082,0.968979,0.620699,0.031003,-0.161124,0.317414,0.2086,0.339356,0.726839,-0.065925,0.179648,0.282062,0.264406,0.031003,0.068859,0.130882,0.052931,0.017811,-0.100322,0.140204,0.046169,-0.00776,0.017913,0.031003,0.424658,0.408293,0.558874,0.639093,0.436802,0.429947,0.493021,0.461702,0.299766,5
4.446283,2.976318,0.985273,2.270578,1.198027,0.764813,2.719849,1.294733,0.926612,0.599275,4.446283,2.300228,0.958793,2.871156,1.09265,1.130201,1.816438,0.749307,0.499162,0.261535,4.446283,2.920616,1.188595,2.297768,1.522914,1.239953,3.085931,1.951185,1.603844,1.050564,4.446283,3.403138,1.440446,3.577441,1.799684,1.510987,3.013882,1.64397,1.315453,0.96302,5
-0.214837,0.061733,0.305775,0.289548,0.31644,0.405237,0.193019,0.389823,0.350418,0.329944,-0.214837,-0.418934,0.204579,-0.165597,0.108756,0.657511,-0.367716,-0.073058,0.029517,0.132349,-0.214837,0.303127,0.486493,0.279682,0.530019,0.547942,0.289466,0.528555,0.510963,0.278374,-0.214837,0.382335,0.801782,0.454786,0.909724,0.771384,0.423853,0.900353,0.848868,0.762426,5
-0.077167,0.567771,0.222831,0.641442,0.613128,0.863696,0.297887,0.331004,0.625805,-0.01284,-0.077167,0.184243,0.445096,0.453268,0.405974,0.575578,0.097759,0.273877,0.357382,0.353401,-0.077167,0.118416,0.480414,0.200319,0.451217,0.333179,0.166544,0.336418,0.368413,0.348852,-0.077167,0.033171,0.514232,0.225791,0.425711,0.677466,0.198368,0.417238,0.446811,0.607127,5
2.100973,1.020286,-0.274829,1.132355,0.206242,0.207471,1.561302,0.326479,0.558017,0.293218,2.100973,0.821471,0.61138,1.021759,0.426472,0.518856,0.634846,0.342407,0.308646,0.224215,2.100973,1.33931,0.829945,1.137557,0.908265,0.830314,1.523071,1.047733,0.978209,0.848324,2.100973,1.58325,1.077225,1.620577,0.956564,1.246843,1.228286,0.720369,0.72974,0.743014,5
0.070337,0.280692,0.296204,0.428568,0.413923,0.504121,0.497637,0.539133,0.617331,0.406459,0.070337,-0.243818,0.222395,-0.115224,0.108756,0.607091,-0.388177,-0.085908,-0.02365,0.089287,0.070337,0.613982,0.529044,0.544225,0.805823,0.683162,0.63628,0.76566,0.704989,0.554156,0.070337,0.832017,0.396186,0.628267,0.524596,0.178528,0.765127,0.715632,0.625503,0.597421,5
-0.406592,-0.371319,0.18455,0.050608,0.193527,0.274891,-0.016718,0.276709,0.498703,0.366671,-0.406592,-0.754573,0.047204,-0.568578,-0.106471,0.273057,-0.674623,-0.304348,-0.196443,-0.094445,-0.406592,-0.057285,0.322365,-0.022653,0.273915,0.237729,0.008502,0.238305,0.257541,0.379494,-0.406592,0.096655,0.266031,0.038432,0.222738,0.243097,0.052108,0.317773,0.302864,0.367709,5
1.761714,0.806193,0.104796,1.43646,0.515645,0.895159,1.621227,0.371725,0.905429,0.611517,1.761714,0.578254,0.750939,0.777092,0.785183,1.041965,0.287018,0.573697,0.609927,0.465362,1.761714,1.515011,0.963679,1.035519,0.931905,0.746795,1.127966,0.998677,0.792102,0.495935,1.761714,2.15461,1.431366,1.981417,1.633142,1.012049,1.636596,1.345576,1.171506,0.956549,5
0.267009,0.509382,0.417429,0.593654,0.481738,0.65694,0.58253,0.629624,0.621568,0.311581,0.267009,-0.112481,0.332261,0.086267,0.385476,0.455831,-0.132421,0.299576,0.224464,0.126607,0.267009,0.487838,0.665817,0.536667,0.790063,0.742818,0.59677,0.647107,0.617875,0.692047,0.267009,0.583369,0.874427,0.642145,0.925338,0.92987,0.588396,0.834043,0.789304,0.865958,5
2.754906,2.168603,1.562686,1.940407,1.604913,1.632288,2.305369,1.959842,1.75701,1.447054,2.754906,1.701915,1.28839,2.576116,1.482108,2.27726,1.714136,1.156206,1.274518,1.111294,2.754906,2.519658,1.048782,1.912291,1.467753,1.283701,2.344012,1.938921,1.631562,0.995407,2.754906,2.424419,0.919829,2.383893,1.149129,0.671597,2.203355,1.160856,0.868722,0.655658,5
0.370261,0.713744,0.18455,0.910792,0.579221,0.836728,0.672417,0.407921,0.702066,0.161613,0.370261,0.339902,0.605441,0.59719,0.487965,0.619696,0.384206,0.44092,0.539037,0.522778,0.370261,0.55091,0.723566,0.585796,0.723082,0.579758,0.706521,0.737044,0.645593,0.673662,0.370261,0.466981,0.529367,0.746234,0.899316,0.96509,0.564019,0.725105,0.734703,0.613598,5
3.02533,2.840077,1.581827,2.235824,1.626105,1.812076,1.880902,1.819581,1.651092,1.134876,3.02533,1.867303,1.214157,2.619292,1.266881,1.936923,1.494186,0.894934,0.902347,0.781151,3.02533,1.974536,0.434823,1.587281,0.857044,0.619529,2.22987,1.211254,0.994048,0.65834,3.02533,1.800155,0.801782,1.551185,0.81084,0.430932,1.75848,0.791415,0.685067,0.532714,5
0.444013,0.679683,0.608837,0.658819,0.642797,0.922127,0.347825,0.52556,0.812221,0.366671,0.444013,0.067499,0.522299,0.366915,0.508463,1.224738,-0.096615,0.205347,0.357382,0.347659,0.444013,0.41125,0.626305,0.328811,0.64428,0.623506,0.465068,0.622579,0.598076,0.624634,0.444013,0.419368,0.462776,0.558874,0.524596,0.52485,0.551831,0.436184,0.560975,0.474477,5
3.630095,3.414235,1.859369,2.787558,2.261864,2.176146,2.624968,2.507313,2.26118,1.526629,3.630095,2.334279,1.478428,3.130215,1.620468,1.993646,1.852244,1.276134,1.088432,0.85005,3.630095,2.231329,0.252458,1.742227,0.65216,0.325225,2.317671,0.982325,0.669351,0.342723,3.630095,2.355644,0.816917,2.245108,0.925338,0.002432,2.288674,0.94298,0.526229,0.167115,5
0.193257,0.144451,0.449331,0.146184,0.354586,0.549068,0.028226,0.480314,0.47752,0.553366,0.193257,-0.19031,0.014541,0.071875,0.006267,0.436923,-0.296105,-0.141588,-0.103401,-0.054254,0.193257,0.695074,0.693172,0.4762,0.711261,0.567827,0.495798,0.72478,0.578278,0.290631,0.193257,0.392916,0.668601,0.5103,0.81084,0.96509,0.314158,0.663532,0.69003,0.581244,5
-0.244338,0.232034,0.742823,0.78915,0.752995,0.755823,0.377787,0.521035,0.591911,0.565609,-0.244338,-0.161124,0.29366,0.266169,0.370103,0.726839,0.026148,0.312425,0.454856,0.379238,-0.244338,0.082375,0.547281,0.226773,0.435457,0.456469,0.162154,0.459058,0.495124,0.407072,-0.244338,0.255366,0.493045,0.649084,0.769204,0.888781,0.466512,0.668268,0.848868,0.688012,5
-0.273839,-0.502694,-0.06109,-0.336041,-0.115876,-0.017264,-0.496117,-0.175746,-0.085965,-0.028143,-0.273839,-1.168041,-0.603083,-1.180246,-0.829019,-0.231144,-1.186135,-1.019634,-0.892048,-0.734635,-0.273839,-0.381655,0.054897,-0.427026,-0.226473,-0.251451,-0.439283,-0.268609,-0.269101,-0.144492,-0.273839,-0.236638,0.023884,-0.155867,0.030173,0.143309,-0.344015,-0.00904,0.005044,0.00211,5
0.414513,0.757535,0.391908,0.723985,0.604651,0.647951,0.827223,0.878475,0.884245,0.482973,0.414513,0.096685,0.056112,0.251777,0.149751,0.165914,0.021032,0.064003,0.056101,0.051966,0.414513,0.654528,0.477374,0.638705,0.65216,0.528056,0.855783,0.638931,0.637674,0.661405,0.414513,1.027761,0.783621,1.044621,0.925338,0.607028,0.905294,0.952453,0.759522,0.694483,5
-0.214837,-0.011253,-0.064281,0.502422,0.460546,0.625477,0.472668,0.258611,0.630042,0.30546,-0.214837,-0.759437,-0.127987,-0.525401,-0.214085,0.32978,-0.551861,-0.304348,-0.094539,-0.074349,-0.214837,-0.111347,0.367956,-0.049107,0.210874,0.197959,-0.052958,0.201513,0.305058,0.302888,-0.214837,0.398206,0.347756,0.461725,0.566231,0.319405,0.326346,0.469339,0.511338,0.351532,5
-0.160752,0.309886,0.296204,0.802183,0.371539,0.625477,0.492643,0.294807,0.638515,0.287096,-0.160752,-0.282733,0.296629,-0.007282,0.25224,0.462133,-0.142651,0.218196,0.335229,0.264406,-0.160752,0.231044,0.507768,0.396837,0.581239,0.687139,0.364097,0.659371,0.768344,0.597055,-0.160752,0.424658,0.598984,0.669902,0.732773,0.695076,0.698091,0.772469,0.843904,0.830369,5
0.911109,1.10787,0.742823,1.023746,0.74028,0.917632,1.121854,0.991588,1.028294,0.789031,0.911109,0.446917,0.593563,0.748308,0.687819,1.231041,0.35863,0.475185,0.649802,0.496941,0.911109,1.069001,0.848182,0.888131,0.924025,0.79452,1.057726,1.015029,1.021766,0.918801,0.911109,1.244666,0.919829,1.315251,1.128311,0.777254,1.179532,1.0756,0.87865,0.726837,5
1.437206,1.37062,0.905519,1.397361,1.4269,1.659257,1.27666,1.493813,1.697696,1.070604,1.437206,0.704727,0.635134,1.208858,0.692943,0.997848,0.716688,0.582264,0.574482,0.396463,1.437206,0.983404,0.377074,0.676497,0.407877,0.197959,1.048945,0.679811,0.439688,0.437715,1.437206,1.175891,0.704923,0.878079,0.722364,0.354624,0.661526,0.554594,0.451774,0.322413,5
0.070337,0.159048,-0.092992,0.107085,-0.009916,0.220955,-0.081637,-0.257188,-0.094438,-0.266868,0.070337,-0.282733,0.070959,-0.136812,0.026765,0.392805,-0.429098,-0.197269,-0.129984,-0.071478,0.070337,0.321147,0.595911,0.396837,0.522138,0.4684,0.443118,0.565347,0.574318,0.597055,0.070337,0.318851,0.483964,0.253548,0.561027,0.689206,0.167897,0.488284,0.501411,0.565067,5
1.083196,1.53119,1.023554,1.362606,1.125974,0.931116,0.962054,1.208767,1.108791,0.632941,1.083196,0.675541,0.554962,1.165681,0.626325,0.726839,0.58881,0.458052,0.383966,0.287372,1.083196,1.199651,0.70533,0.98639,0.896444,0.599644,1.171867,0.994589,0.835659,0.526578,1.083196,1.265827,1.177111,1.50261,1.310467,1.176405,1.624408,1.350312,1.186397,1.111848,5
0.134255,0.207706,-0.207836,0.189628,0.074852,0.256913,-0.026706,-0.026436,0.125872,-0.340321,0.134255,-0.530814,0.079867,-0.424656,0.02164,0.481041,-0.623472,-0.214402,-0.178721,-0.151861,0.134255,-0.007728,0.130882,-0.011316,0.01387,0.058761,0.100694,0.115665,0.158548,0.247731,0.134255,0.107236,0.135877,0.038432,0.20192,0.284186,0.173991,0.185153,0.327682,0.425946,5
0.18834,0.742938,0.44295,0.723985,0.761472,0.755823,0.577536,0.46674,0.583438,0.082038,0.18834,0.223158,0.584655,0.661954,0.682694,1.149108,0.235867,0.483751,0.605496,0.52852,0.18834,0.424766,0.495611,0.457304,0.526079,0.396813,0.443118,0.528555,0.5466,0.419329,0.18834,0.429949,0.529367,0.662963,0.607867,0.642247,0.740751,0.748787,0.749594,0.804486,5
0.178506,0.426664,0.050564,0.4807,0.460546,0.818749,0.537587,0.534609,0.574964,0.189158,0.178506,0.111278,0.219426,0.230189,0.195871,0.481041,-0.009658,0.226762,0.321937,0.327564,0.178506,0.42026,0.586793,0.411953,0.60882,0.516125,0.381657,0.508115,0.558479,0.584798,0.178506,0.461691,0.602011,0.454786,0.555822,0.712686,0.301969,0.474075,0.48652,0.490654,5
0.581683,0.645623,0.583316,0.902103,0.600413,0.850212,0.952067,0.715591,0.9944,0.822697,0.581683,-0.083295,0.263966,0.359718,0.282987,0.890705,0.123335,0.085418,0.26434,0.241439,0.581683,0.384219,0.124803,0.253228,0.092672,0.007059,0.517749,0.303714,0.249622,0.168061,0.581683,0.86905,0.447642,0.982168,0.5298,0.430932,0.789504,0.469339,0.446811,0.480947,5
1.21595,0.475322,0.787484,0.723985,0.731803,0.994042,0.977035,0.905622,1.03253,1.134876,1.21595,0.310716,0.504483,0.92821,0.621201,1.300369,0.471163,0.338124,0.472578,0.370626,1.21595,1.388867,0.249419,1.054415,0.671861,0.695093,1.185037,0.961885,0.910894,0.397879,1.21595,1.043632,0.235763,0.857261,0.181102,-0.044527,0.564019,0.175681,0.064608,0.076524,5
-0.141085,0.480188,0.146268,0.658819,0.55379,0.95359,0.417737,0.245037,0.587674,0.033069,-0.141085,-0.049245,0.320384,0.273365,0.272738,0.588184,-0.040349,0.111117,0.246617,0.212731,-0.141085,0.010292,0.334522,0.037814,0.254214,0.186027,0.034843,0.201513,0.249622,0.281438,-0.141085,0.080784,0.490018,0.253548,0.545413,0.636377,0.161803,0.469339,0.481556,0.535949,5
1.117614,0.426664,0.264303,0.863004,0.570744,0.643456,0.777286,0.448642,0.621568,0.406459,1.117614,0.033449,0.498544,0.158228,0.272738,0.720537,-0.117076,0.042587,0.237756,0.218473,1.117614,0.663538,0.310207,0.483758,0.325135,0.44056,0.530919,0.238305,0.348615,0.073069,1.117614,1.128278,1.213433,1.273615,1.404147,1.522726,0.789504,1.089809,1.211216,0.917725,5
0.498098,0.738072,0.742823,1.075878,0.901339,1.070452,0.942079,0.846803,0.98169,0.605396,0.498098,0.39341,0.825172,0.741111,0.764685,1.092385,0.373975,0.667927,0.667525,0.697898,0.498098,0.532889,0.513847,0.525329,0.569419,0.619529,0.566039,0.499939,0.522842,0.502064,0.498098,0.652144,0.662548,0.891958,1.008609,1.240973,0.716374,0.876671,1.062305,0.862723,5
-0.116501,0.017941,-0.016429,0.293892,0.121474,0.351301,0.312868,-0.021911,0.210606,0.112644,-0.116501,-0.676744,-0.172528,-0.518205,-0.398565,0.184822,-0.562091,-0.492807,-0.298347,-0.186311,-0.116501,0.023808,0.462177,0.105839,0.333015,0.384881,0.069963,0.320066,0.471366,0.422393,-0.116501,0.202463,0.223656,0.246609,0.279987,0.266576,0.192274,0.223045,0.302864,0.286824,5
0.896358,0.772133,0.707731,0.780461,0.867432,1.025505,0.672417,0.765361,0.990163,0.632941,0.896358,0.286394,0.329292,0.805876,0.534085,1.041965,0.333054,0.35954,0.499162,0.27876,0.896358,0.785177,0.453059,0.66138,0.663981,0.72691,0.983095,0.86786,0.811901,0.673662,0.896358,0.964276,0.614118,1.301372,0.852476,0.92987,1.04546,0.725105,0.764485,0.545655,5
3.192501,2.523803,0.982082,1.979506,1.041206,0.899654,1.915858,1.177095,1.041004,0.776788,3.192501,1.799202,0.759847,2.424998,0.923543,0.897007,1.396999,0.599396,0.468147,0.155315,3.192501,2.262865,0.383153,1.874499,0.975246,0.846222,2.453763,1.333894,1.168275,0.563349,3.192501,2.202223,0.714004,2.23123,0.873293,0.284186,2.069283,0.800888,0.496447,0.21241,5
0.340761,0.027673,0.117557,-0.018902,0.049421,0.126566,0.113119,0.16812,0.286867,0.268733,0.340761,-0.409205,-0.151742,-0.323911,-0.142342,0.273057,-0.434213,-0.210119,-0.050233,-0.025545,0.340761,0.433776,0.064015,0.272123,0.226634,0.325225,0.447508,0.33233,0.332776,0.039363,0.340761,0.583369,0.193387,0.427029,0.279987,0.178528,0.18618,0.166208,0.14899,0.102407,5
0.83244,0.489919,0.471661,0.637097,0.536837,0.755823,0.707374,0.6251,0.714776,0.651305,0.83244,0.218294,0.593563,0.554013,0.63145,1.086083,0.200061,0.393805,0.441564,0.330434,0.83244,1.055486,0.510808,0.80121,0.58912,0.524079,0.991875,0.957797,0.867337,0.676726,0.83244,0.948405,0.665575,0.96135,0.722364,0.52485,0.807787,0.725105,0.645357,0.558597,5
4.913378,3.31692,1.808326,2.761492,2.024514,1.879497,3.099373,2.072956,1.680749,1.410327,4.913378,2.820712,1.15477,3.576373,1.36937,1.375999,2.200072,0.877801,0.450425,0.192636,4.913378,3.533316,1.261541,2.61522,1.782958,1.31154,3.349334,2.257786,1.65532,1.016857,4.913378,3.339654,1.452554,3.320689,1.669573,1.434679,2.709173,1.402413,1.221143,0.885371,5
-0.327923,-0.02585,0.315345,0.237416,0.401208,0.51311,0.053194,0.480314,0.481756,0.351368,-0.327923,-0.477306,0.234273,-0.215969,0.247116,0.752049,-0.372831,0.064003,0.180158,0.195507,-0.327923,0.113911,0.480414,0.215436,0.431517,0.37295,0.228005,0.446794,0.455527,0.385623,-0.327923,0.366464,0.732165,0.531118,0.914929,0.777254,0.417759,0.900353,0.814122,0.75272,5
2.523817,1.876658,1.317046,1.57548,1.363324,1.376091,1.596259,1.471191,1.401125,1.027756,2.523817,1.074416,0.774694,1.410348,0.718565,1.023058,0.767839,0.363823,0.308646,0.178282,2.523817,1.749278,0.896812,1.386984,1.105268,0.82236,1.940127,1.415655,1.085121,0.98315,2.523817,1.800155,0.729138,1.995296,1.024222,0.800733,1.648784,0.848252,0.694994,0.46477,5
3.261336,3.287726,1.881699,2.691982,2.109282,2.041305,2.370288,2.43492,2.108658,1.548053,3.261336,2.14457,1.448735,2.964705,1.512855,1.936923,1.836898,1.237586,1.052987,0.898854,3.261336,2.028597,0.307168,1.632631,0.778242,0.436583,2.19475,1.096789,0.803982,0.428522,3.261336,2.144029,0.753353,1.981417,0.85768,-0.073876,2.075377,0.900353,0.48652,0.225352,5
-0.529512,-0.02585,0.149458,0.337336,0.235911,0.364785,0.008251,0.177169,0.494466,0.100401,-0.529512,-0.545407,0.023449,-0.374283,-0.065476,0.014654,-0.500709,-0.128739,-0.107831,-0.085832,-0.529512,-0.034759,0.237261,0.037814,0.179353,0.170119,-0.083689,0.123841,0.206065,0.155804,-0.529512,0.043751,0.414347,0.274366,0.550618,0.483761,0.25931,0.559331,0.48652,0.451829,5
-0.313173,-0.400513,0.127127,0.015853,0.117236,0.387259,-0.021712,0.163595,0.494466,0.381974,-0.313173,-0.88591,-0.098294,-0.806049,-0.403689,0.165914,-0.833192,-0.57847,-0.395821,-0.22076,-0.313173,-0.048275,0.443941,-0.064224,0.226634,0.150234,-0.022228,0.226041,0.241702,0.459164,-0.313173,0.075494,0.396186,-0.190563,0.233147,0.278316,-0.19166,0.279882,0.278046,0.370944,5
-0.126335,0.519114,0.560985,0.645786,0.76571,0.971569,0.552568,0.661296,0.714776,0.476852,-0.126335,-0.321647,0.540115,0.04309,0.472592,1.186923,-0.168227,0.333841,0.530176,0.514166,-0.126335,0.280601,0.407468,0.268344,0.577299,0.651346,0.386047,0.589875,0.526802,0.379494,-0.126335,0.477562,0.553581,0.489482,0.644298,0.378103,0.631055,0.644586,0.685067,0.642717,5
1.496207,0.9473,0.015473,1.219242,0.452069,0.688403,1.221728,0.113825,0.558017,0.449307,1.496207,0.690134,0.507452,1.050544,0.457218,0.474738,0.614386,0.248178,0.246617,0.224215,1.496207,0.992414,0.766118,0.816326,0.754602,0.75475,1.185037,0.933268,0.926733,0.906544,1.496207,1.223505,0.968259,1.183405,0.842067,1.006179,0.78341,0.578276,0.456738,0.435652,5
2.804074,2.421622,1.310666,2.027294,1.456569,1.371596,1.98577,1.403322,1.435019,0.994089,2.804074,1.92081,1.166647,2.353037,1.313001,1.489444,1.371423,1.070543,1.021973,0.775409,2.804074,2.082659,0.948482,1.640189,1.27075,1.112687,2.2167,1.534207,1.263308,0.977022,2.804074,2.318612,1.298185,2.432467,1.503031,1.235103,2.185073,1.426095,1.280707,1.04714,5
