A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class
1.0,0.26797,0.142857,0.0,0.153846,0.375,0.002982,0.0,0.0,0.0,1.0,0.5,0.2055,0.0,0
1.0,0.195489,0.160714,0.0,0.538462,0.5,0.087719,0.0,0.0,0.0,0.0,0.5,0.1,0.0121,0
0.0,0.16797,0.044643,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.04,0.0,0
0.0,0.278195,0.053571,0.5,0.538462,0.375,0.008772,0.0,0.0,0.0,1.0,0.5,0.186,0.00122,0
1.0,0.058947,0.159286,0.5,0.538462,0.375,0.008772,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0
0.0,0.360902,0.196429,0.5,0.769231,0.375,0.004386,1.0,0.0,0.0,1.0,0.5,0.114,0.0,1
1.0,0.134135,0.090714,0.0,0.538462,0.875,0.090702,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1
0.0,0.062707,0.364643,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0005,0
1.0,0.160451,0.440536,0.5,0.769231,0.875,0.055614,1.0,0.0,0.0,1.0,0.5,0.06,0.0,1
0.0,0.180451,0.017857,0.5,0.538462,0.875,0.030702,1.0,0.0,0.0,1.0,0.5,0.2455,0.0,1
1.0,0.186767,0.446429,0.0,0.230769,0.875,0.04386,0.0,0.0,0.0,1.0,0.5,0.0,0.00017,0
0.0,0.135338,0.220179,0.5,0.384615,0.375,0.005789,0.0,0.0,0.0,0.0,0.5,0.11,0.01,0
1.0,0.139098,0.026786,0.5,0.461538,0.375,0.017544,1.0,0.0,0.0,1.0,0.0,0.16,0.0,0
1.0,0.179248,0.010357,0.0,0.538462,0.375,0.052632,0.0,0.0,0.0,1.0,0.5,0.08,0.0,0
1.0,0.523759,0.007321,0.0,0.230769,0.375,0.008772,1.0,1.0,0.164179,0.0,0.5,0.19,0.02732,1
1.0,0.111579,0.0,0.5,0.538462,0.375,0.017544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.323308,0.589286,0.0,0.538462,0.375,0.140351,1.0,0.0,0.0,0.0,0.5,0.04,0.0,0
0.0,0.137895,0.41375,0.5,0.923077,0.375,0.001404,1.0,0.0,0.0,0.0,0.5,0.04,0.01349,1
0.0,0.517594,0.047679,0.5,0.153846,0.75,0.011754,0.0,0.0,0.0,0.0,0.5,0.0,0.0012,0
1.0,0.43985,0.010357,0.0,0.923077,0.875,0.061404,1.0,1.0,0.119403,0.0,0.5,0.05,0.00375,1
1.0,0.26797,0.375,0.5,1.0,0.375,0.22807,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1
1.0,0.10406,0.014821,0.5,0.538462,0.375,0.004386,0.0,0.0,0.0,0.0,0.5,0.0,0.00044,0
0.0,0.076391,0.340714,0.5,0.384615,0.375,0.002982,1.0,0.0,0.0,0.0,0.5,0.05,0.0,1
0.0,0.205564,0.517857,0.5,1.0,0.875,0.108246,1.0,1.0,0.014925,0.0,0.5,0.06,0.00011,1
1.0,0.409774,0.001429,0.5,0.692308,0.375,0.001404,0.0,1.0,0.014925,0.0,0.0,0.28,0.0,1
