cv1,cv2,cv3,cv4,cv5
5661,4946,1468,6576,5292
642,1414,2853,6584,430
3966,276,5402,637,832
3132,6337,6676,7169,1469
5788,4886,3524,948,3812
6008,3534,1506,6112,5694
5029,4974,2497,518,248
4926,7183,2075,5559,7334
7237,7266,667,5570,3214
6552,6090,536,727,3327
6022,3912,3790,4567,860
4240,6452,5362,2603,5358
6620,686,725,6481,328
1411,3871,5650,2855,1737
6979,1955,2738,5155,5210
6504,7460,1224,895,6383
44,5834,104,2295,1404
3947,2044,3992,783,1658
6420,4367,3645,1436,739
5,6527,5621,2975,5977
2511,1183,2884,5836,4025
6415,7313,2414,3206,3469
4437,418,6941,6191,81
2384,1060,5046,4861,6549
5211,3621,2757,1931,4625
4395,5639,4422,5039,1959
5809,1395,869,52,1984
5337,5346,1111,6879,6658
1248,3639,4630,2653,1987
7019,1230,7185,731,1044
3246,2407,571,2948,6731
7043,1401,3861,6249,1467
688,997,4088,5432,6243
1300,911,4365,4370,2936
3727,1408,5324,5789,6648
5230,2342,285,4873,4765
3128,2194,2405,2663,7350
2645,2771,689,3363,7122
3212,4565,599,4364,1504
2088,5636,5175,6072,2123
6928,5048,4138,7129,700
7346,6889,3531,4743,4260
6896,4803,1905,7175,4867
1624,2034,1781,3467,2022
4219,3040,2646,2651,1100
4736,4084,3827,3684,5653
4795,4635,6700,2205,875
877,4701,1118,4317,4171
5189,5842,4143,1471,1176
4211,3943,2903,3688,6073
6843,6713,3593,6328,5715
7449,3895,2181,5540,3648
4858,6214,4,1950,6568
1527,3284,3377,2105,4409
4410,3301,2894,3854,6463
5252,4435,7054,3131,5377
872,2400,5692,6548,4882
356,4165,456,2935,5747
2972,5869,1722,1701,4489
338,7296,4934,2584,4891
926,6159,3931,4659,2285
4763,2953,6575,1177,2070
2725,1945,6883,7008,3294
4312,2647,3855,5088,1524
2555,278,787,2245,3017
2254,3360,3122,7060,31
496,4248,1660,1653,4829
250,6591,265,3890,6283
6278,5063,4336,974,152
3272,1654,6459,3993,1771
4831,4303,6281,5493,7275
2566,6487,4805,7236,3168
4820,7098,450,1042,6217
3501,5972,6465,5216,3171
2042,5469,6570,5206,5584
4637,1908,1783,3833,5035
3114,2274,4164,1773,1893
4824,7288,342,6968,264
2794,6760,5001,6766,625
3809,403,6252,5886,5434
7446,6260,675,2590,5859
2348,348,1526,4562,7357
3076,1517,3515,3710,5818
5060,308,469,1430,836
3627,1999,3071,76,1832
6524,6551,991,7130,2723
2208,2047,3185,1031,200
3295,1887,5951,1323,6765
3166,1330,5121,2409,2364
5685,6117,1482,3763,1187
2263,866,1673,5680,481
2822,4108,1843,4369,6998
7198,4379,2758,5374,6195
5978,6460,2100,4118,633
2625,4246,687,3043,5329
5083,6291,2317,4571,4541
4091,2305,7108,1575,3583
3079,6471,897,6946,7331
5654,2581,4178,2261,579
2357,4326,1855,3864,1470
4774,1604,5420,4146,4015
8,1225,5371,7407,3245
3200,426,4124,5212,1378
1337,3837,2459,842,3051
6778,2997,473,6189,6162
4488,3499,5284,4847,3705
2902,7228,7260,847,3405
4930,3817,1595,1667,6036
2719,1885,1900,4363,3661
7253,2735,6430,6800,4439
2535,4918,2080,1662,1560
5462,4223,1666,3956,544
5542,4176,3432,7004,7380
4067,7276,6977,6673,2987
6635,7404,742,3011,7284
6276,5500,1925,1277,1544
4718,7132,5804,3576,357
5892,1396,1205,5970,5666
4122,1878,1765,1582,1120
798,1621,5077,982,6654
401,6649,5622,5254,2183
3413,2960,7243,3791,950
1262,1708,2957,5142,6645
3314,4761,2506,737,7239
1432,6693,7006,6738,2662
5695,4254,5839,7164,5186
1019,6303,3654,1739,6533
3954,1051,5366,5123,4487
4420,6837,4852,1587,5256
1703,4885,2988,6495,5644
493,2711,219,2059,5749
2112,2669,3329,936,587
6396,6017,3822,7368,2418
5113,6124,238,710,5456
5531,3597,2325,2027,5740
4032,236,6490,4100,4748
288,4127,2198,376,6933
5492,6987,1476,4236,3490
939,1564,3323,4913,5431
2367,705,1294,4034,677
5850,5460,884,5738,6218
454,5222,645,1198,7452
6110,6055,5670,5122,4590
3457,5250,2516,7269,2271
1996,1916,4280,2892,12
432,3510,1006,6734,67
4574,2699,2166,4224,5620
6629,5980,3843,5526,6607
2065,3765,5393,1646,3299
5592,5068,4989,3088,3919
3046,194,4553,4912,3866
2607,2382,4751,2559,4449
2776,5516,6434,745,206
4078,4775,6942,4917,3203
6248,5095,6723,5551,4428
2172,5545,4215,5900,2665
1779,3999,6416,3959,5582
6782,6545,2907,6026,3924
1937,6154,819,5395,4416
2470,3856,1353,1601,791
6956,7451,996,46,4190
7072,2270,2897,1046,228
3656,793,6789,2672,7393
1324,3434,5914,7289,4518
3090,5270,7011,6344,5224
5056,6806,5031,2852,3092
6808,5744,6147,3680,277
5318,1803,6729,7428,1341
3714,5647,3739,719,2372
2992,1822,1399,3910,6927
6183,7465,2532,4050,5364
5754,4779,74,6326,3885
5742,959,3775,1169,4832
2369,3544,5335,431,870
7086,4859,3509,3331,6716
2867,5808,1110,6394,5000
5491,3961,5741,3873,7389
353,11,4166,3197,1550
3255,846,1415,1393,7052
6677,2752,4356,4186,2837
160,2175,5149,6597,1615
441,343,3984,2033,7415
2721,3897,617,758,3401
3135,5871,2945,5855,5716
528,5937,6188,6829,4612
7414,4495,2110,4117,7119
1505,7324,2012,391,4597
4602,3528,900,4538,6492
6293,780,1375,2018,3328
1994,7225,1641,2744,1258
6024,2661,4344,6546,5854
6853,4747,199,4893,2840
3279,179,4524,6811,5359
7319,2730,4444,7113,5664
4909,6724,4399,3204,5291
655,2463,7262,4664,4850
555,6023,1413,2117,6058
2850,2215,1919,389,2836
6388,7423,4130,6858,201
2769,5722,4840,3001,933
1104,1011,6389,2227,3466
6583,774,2687,6922,3867
3735,4007,6443,1951,189
2562,5922,4339,45,6047
2991,1808,274,84,2510
5794,5649,920,2149,6823
6203,2093,1190,2877,1423
325,2231,2861,435,5575
7124,5611,4646,6096,3347
7461,817,3419,7416,2747
2773,640,751,4183,3521
5823,73,5651,5017,4332
4354,6015,3603,5214,6963
121,7469,225,453,5558
2412,5878,2279,5034,1589
5253,1507,6001,4843,1354
5347,2127,6219,949,6711
2413,4491,5051,6329,7320
3177,6126,5990,2045,2557
5418,2652,6517,3333,5904
3208,4657,3547,1598,5596
3774,1286,590,211,5797
5826,5648,1077,460,4706
204,6351,3662,1202,6446
3133,3484,3113,1306,5213
1374,5908,1510,3321,5907
4479,4901,3240,2358,5010
1787,3511,4916,1254,5131
6184,3915,5791,620,2761
1132,7157,2540,5288,540
4121,606,2575,6590,4212
935,2865,6669,7091,7123
362,4813,1076,368,6884
3231,6895,5503,1744,2808
239,6820,215,92,7215
6535,2146,4306,6892,1204
5283,4800,4125,4099,1636
4204,5883,767,937,3070
2734,4671,5663,3349,5893
5597,4982,3660,4825,5936
3886,2942,7314,588,3578
1480,4150,4568,2556,6619
6586,3713,3378,1798,1805
6181,6817,6145,6886,6232
4307,1397,6746,3277,7165
6125,7204,4131,4642,6168
6005,7047,815,5536,3276
262,5555,3415,1800,4031
7310,5987,2207,881,3690
2525,5320,5656,6486,5946
3145,2244,2439,5773,6222
7096,5783,5965,3005,3858
4531,4167,1584,2442,7012
5486,1813,3266,7163,4896
2567,4013,5455,5295,1249
7085,7146,3929,6163,5008
6042,1547,6267,5018,770
3,5564,5781,7322,1858
1874,3758,6038,947,1250
3768,6493,7373,4673,6694
693,4945,6311,7171,2164
2141,89,5463,5876,1218
1683,4403,6244,7036,1592
7062,1127,2649,3831,3681
5421,2868,7241,3693,312
6477,3916,2599,6414,3129
2432,281,2503,1160,2905
3665,3958,1655,4994,3704
4139,4667,2925,6822,5264
2472,1141,2124,7142,315
4200,4188,3794,1434,5799
3181,3142,7058,2161,2490
5845,216,4790,580,421
4286,999,605,3359,2931
3169,3594,5279,971,1719
1983,4041,1122,4459,2681
60,3990,1226,2563,5474
7010,2313,3936,1626,188
3573,2904,6756,4588,4895
6994,3310,2690,5543,7351
6640,5763,6410,5552,7212
5945,5521,671,5382,2226
4340,3729,242,709,5304
7462,83,3839,5856,2775
3376,4266,7028,3215,5881
4114,1025,4900,1968,1062
358,4475,6007,6012,6169
4191,370,6074,3555,6310
2630,2697,6839,4469,6754
5903,1836,4394,6809,1121
3209,3619,883,1489,4721
7318,395,3264,4194,3472
5410,5181,2156,1154,2316
7134,9,4884,4373,4716
1794,1098,2426,4582,563
5534,5953,3280,7400,5948
5147,4233,6668,4106,548
6536,1590,2864,3672,4846
6302,4226,3325,7207,5991
4741,3846,7385,4193,4330
797,1086,1873,263,3365
1514,1926,2415,572,1588
1246,1748,3160,4094,6952
6305,3824,2259,1500,3099
243,6898,6538,2582,3781
4298,680,5885,7259,672
3507,4321,1724,2799,2204
5891,610,5338,1867,5714
5705,7273,2878,4429,7150
6610,5847,3629,1613,3808
951,6544,6966,1342,4897
4650,6499,6961,256,4156
1257,3841,814,3121,3429
6170,7126,1007,892,2486
2337,5445,2749,4952,5072
6875,5920,5997,1068,5618
7412,3384,2344,652,715
1327,3570,223,3391,6385
4517,1247,3564,3188,5332
5435,1848,7399,3903,998
3397,4923,6945,4061,566
4999,6651,4274,3559,5165
6272,6937,5084,2819,1103
1172,6923,4928,5458,3742
6529,2154,5815,7476,4393
6637,3137,545,5923,7032
643,2496,2480,4960,623
3230,2977,4691,6594,1591
5475,1094,4560,5101,4519
6520,4570,2101,6029,1361
4477,1454,4616,4965,3464
5671,3635,4677,2434,4221
2632,3682,5674,1844,575
16,5301,3201,3194,7151
6250,3815,3180,4542,5433
3807,1450,1610,193,7104
838,5974,1842,849,2549
6563,3027,2056,1213,6720
3663,4877,2816,6794,7232
4523,4185,3607,4014,557
3963,5947,5257,2029,113
2946,4932,2596,631,4954
944,5755,4381,2980,3089
3820,2952,2522,4153,3952
4433,3567,5268,1133,4197
986,5379,2221,1718,2664
4921,4755,1899,3810,7303
2552,350,3033,4605,241
3427,6255,5562,1975,2678
7094,834,7397,3930,5807
2030,1895,7367,2147,3479
3901,3965,4845,271,231
5012,4009,2054,240,2297
7125,4554,777,7377,7285
1383,2440,5811,3336,3437
3096,3067,3375,166,6639
2281,1441,4104,6028,685
3454,3219,6339,3666,1518
6601,673,5137,7396,2589
1612,1037,1304,483,5467
5728,2875,7306,2095,658
3157,4092,4729,1352,2377
6949,6685,3685,4809,5843
5272,4770,2359,2120,3081
954,3699,2039,6726,6164
4195,4102,885,7002,1105
4559,1201,3224,471,128
2990,304,3488,3899,5146
1372,3934,191,4115,1486
4415,258,1206,6333,1112
2322,1751,1521,6505,7131
6474,2137,896,7138,6786
6143,4064,4470,2680,3687
6289,1439,2003,5097,4906
3262,809,7457,5569,4628
6704,7,5287,1150,4851
3580,2272,2250,7230,2200
192,3623,7479,106,6054
7444,972,4333,4385,6611
2157,300,1065,1840,3767
5477,4250,1433,4010,449
2340,889,6787,393,4828
5810,6964,1451,2733,6531
4241,1048,2241,3306,2232
5436,4145,934,1021,1978
2275,4704,6294,3362,6761
4358,4492,1755,1446,5544
2026,182,93,5730,4423
3149,4252,7249,1661,2533
7409,1445,2224,6261,2967
1490,925,1830,1196,1379
1933,5163,6872,1058,6943
234,4496,6515,1810,7197
2548,6870,5375,5070,853
2739,661,1974,6953,5846
3233,5107,4793,1491,4217
6918,3948,1280,3777,6091
5066,3676,1302,7077,3902
1301,4315,6453,5803,6608
134,3826,5979,6437,3101
2008,4023,5538,4969,3461
6496,3942,4579,4976,3268
5780,3694,653,2298,7398
1074,6686,6097,757,2290
2736,6173,5267,2188,6099
1233,4551,4159,1020,1677
1819,3073,903,2376,5996
1417,3300,612,2388,4688
3330,1835,3591,5509,3285
3512,1495,6401,5771,1171
4685,3447,619,6166,3493
4463,6165,6788,6455,5201
5016,6336,6749,2021,2321
1444,190,6343,320,4503
1296,2249,4818,3003,2265
3486,5659,3789,4526,1270
2071,6621,7048,5177,5461
4202,2550,6178,614,5658
6148,1145,4210,3026,3532
1780,3383,6528,5090,5453
3850,5514,222,5327,529
2636,2856,3751,3604,4585
2239,1052,2701,1981,4696
2784,5556,2064,6263,6816
6280,322,7417,1609,4052
5259,3213,4424,2199,3802
2133,7256,6712,2994,7378
3134,726,6391,4971,899
6739,4396,5160,929,5059
7337,3652,4878,4346,765
3795,6233,1165,766,247
3344,4020,5217,162,3771
5688,3612,3975,2489,4412
3117,6867,1785,3234,332
2493,2543,6199,1328,887
2788,2737,3102,1220,2050
6674,3539,1894,5925,4826
3106,5007,427,1657,3650
3844,5513,6010,1851,4375
5172,1850,6595,6380,2351
3052,2078,7435,2020,3009
1910,5561,6016,1380,6317
630,2283,4985,1166,4771
7352,6960,5967,5993,1264
3944,1492,2482,1536,1102
1767,4331,7264,2437,2191
424,1816,4638,6179,4789
5916,6768,5518,7472,6435
398,760,3537,2921,6924
404,2417,6833,1377,641
5297,7443,6907,1391,3917
7220,1649,2171,6238,3946
5442,5130,1152,3845,5080
2727,3828,5047,4040,1946
5389,7128,5912,4573,561
5062,636,6297,6642,2292
5902,5835,28,2269,6253
1714,2345,3747,5076,5033
6146,2604,4575,197,3341
1650,1002,6050,6075,3587
3522,4939,1838,830,7375
2958,2296,3394,2529,4387
2247,502,921,4128,4042
4689,1963,6331,6286,3981
882,1095,5499,7017,597
2217,4511,1255,2371,4814
4604,62,6187,1010,6308
5586,1927,3633,459,2335
2954,6290,6556,962,3738
5572,6880,2389,3711,2014
1883,3354,2427,4578,2748
1029,4715,5851,7121,5173
5384,3508,1941,7219,5103
2327,6871,5598,552,14
2871,1216,915,5701,3556
4959,1424,2915,3664,1727
4056,3913,718,5246,4457
254,5184,5286,6287,3518
1083,784,3183,6777,6000
129,4603,569,3906,6375
5116,794,1882,6899,4048
808,4267,2291,4661,2898
1562,3514,5185,4468,2707
2668,6733,5387,3453,904
6913,383,2319,1043,3058
3760,4402,3125,5571,993
1735,440,912,2089,346
4634,2912,6288,4329,4649
3083,1199,2331,7195,1215
2236,6353,2932,6393,2349
2036,957,5128,3504,5988
5753,1897,6665,7089,5407
5609,946,3061,4314,3065
7233,6914,3303,5322,409
4992,2684,4257,5451,1041
6981,1533,2895,3078,6216
4653,1720,494,4323,3282
4318,902,4827,5069,4600
2363,2609,4351,1291,3535
2654,5613,2375,3536,50
4327,6740,2383,2845,5634
6030,5932,945,2623,1442
255,4208,5483,4279,931
2896,5218,6926,2449,2099
6539,2135,3247,6059,4189
6743,5391,3430,801,2097
4679,662,2160,1826,4728
4968,7023,6598,3964,6332
940,1348,1731,2366,3439
3653,5180,6354,1831,6234
1479,6554,3887,3779,1570
7035,3835,1406,232,4669
5208,5708,2216,1891,1749
6002,2842,3888,2441,1871
7025,4030,6144,5624,556
6791,6313,5380,1000,419
7190,2329,1877,7153,5276
7079,3192,6345,4443,5133
2381,3382,4924,6350,1614
198,2602,3874,1416,3813
2592,2393,4408,7468,3973
7049,37,7221,7110,5865
6503,3506,4070,3274,86
2989,5507,3876,4513,5464
2499,4610,6757,1003,4702
7374,6025,3737,5192,4621
2007,5909,6779,3945,3355
4754,2006,6633,601,4162
5340,5290,4016,4066,500
1782,4483,568,1939,1586
3335,4888,209,720,5106
4258,1360,3161,2464,5928
6947,4990,4674,6572,5501
5752,3994,5698,1622,4752
6064,4160,4389,414,3480
5073,6609,4421,901,1594
1315,5899,6133,2526,5785
3442,657,220,1868,4187
909,3152,6939,3243,3257
7394,638,4075,5588,3848
7041,2445,1512,2435,6592
2251,7196,2962,6298,5277
5802,6327,2696,1241,4533
57,6532,295,6419,7413
1143,2143,4665,7372,2288
7148,170,6617,7144,30
1890,6844,512,4290,4205
2698,2710,4474,5450,2801
1912,5897,3226,5354,2521
5750,5550,4230,1854,5757
7020,755,886,5140,3013
6917,1040,6274,4815,7227
1321,2538,1545,3560,3478
3465,6013,6675,4707,2
683,5557,749,4654,4964
6992,4300,5566,4499,6698
1440,852,4293,3865,4414
5024,4835,3317,3530,6718
1193,5498,7075,824,7076
2820,2378,6717,2605,2031
5942,6210,1938,6340,3926
2634,3155,5756,2682,5348
4687,1593,495,943,3318
5195,5495,6200,2870,7384
5633,4662,1567,420,2615
3309,3503,553,1333,4833
371,6408,5027,7167,2810
6834,7424,513,1405,6084
5727,5349,1091,3350,144
3731,6688,5764,410,6508
7421,4304,4935,6190,2374
6502,3455,4382,651,6507
3278,5672,768,3139,6101
511,82,4426,153,6849
3703,3529,6309,3782,2767
2732,6065,1715,4245,6004
6541,6804,7031,6285,2201
1552,5682,2918,2209,4727
6631,3075,7429,5994,2220
5995,744,217,183,2833
6990,3730,3759,4261,6109
716,7247,6451,7381,3646
6296,3127,2835,4512,3389
4528,7321,5247,1861,111
7137,4322,3971,7055,4386
6037,6965,1425,2447,1343
1740,6425,6275,3392,5504
2813,2888,6051,682,6561
907,2616,6483,4400,6703
5429,1465,5703,4054,6342
841,1837,1947,6772,361
5635,6365,4047,5525,5361
5412,1759,1903,4910,34
4951,4919,138,980,2709
1085,2233,1702,4830,2714
1128,3606,2899,670,1793
1496,4609,2399,4462,1061
3115,477,2504,6429,1502
6182,4401,3960,1911,2789
3050,3319,4636,2025,1915
4552,6623,5271,290,3435
1568,6374,4464,3590,1303
4353,692,2729,5085,1815
2673,6386,3288,2115,2038
5943,3326,5583,525,3095
246,4890,2211,1089,4177
3998,53,1812,5333,3644
813,6748,4359,1487,4963
603,7223,984,203,1733
5472,6993,1284,7411,4502
55,39,3643,4141,417
1923,347,1394,5607,169
2838,5296,3390,2950,2451
1431,4962,413,6750,2887
1976,2777,5527,4535,296
2084,7159,1447,910,1151
5768,438,6715,6223,2695
3525,3951,77,1777,2309
7258,6140,4179,4666,1811
172,5204,1907,7299,6202
5281,7294,7064,6361,1778
2066,2638,3562,2242,3110
1427,4184,3793,4173,4561
4148,1282,2611,4555,6774
5280,1618,3345,6307,135
4569,6769,2332,7161,6052
5985,5824,5439,1529,5921
227,6500,5574,7066,292
4305,5006,1045,4345,210
3838,2508,6358,5169,6865
260,7178,1892,6488,3719
3417,3468,2192,42,1088
1676,6078,3369,1400,833
4693,1522,1752,2553,6266
5547,3647,4175,6081,1936
3346,5298,6153,1648,3978
3622,650,5138,6661,5726
3632,5704,4614,1817,4676
3585,5532,1221,5470,1965
1669,4442,2091,1276,7087
2743,6257,3658,5832,2839
3859,3195,6908,1309,5409
4892,6975,1387,2949,5191
7323,4039,6863,364,722
6071,6403,1137,3124,5419
3223,723,1222,1131,1032
3403,6048,1156,1144,3575
2670,2355,5882,1754,4174
6752,1875,6691,336,530
1311,4991,7065,5235,174
1569,4350,2546,3492,3220
7095,207,4000,5041,3558
6406,2098,386,1475,4105
4544,2189,382,105,6852
1829,3878,5677,5403,1523
4407,6643,2473,6564,7440
1697,5406,2834,3907,1804
3238,2501,1664,4987,5294
5924,2677,6411,5242,5992
5884,3707,3456,3440,508
133,5739,2537,2866,2999
5161,1235,1631,4413,4713
4663,5549,857,747,2619
5118,319,3625,2720,1420
4476,4494,3875,1928,6489
1818,1013,5089,5331,110
7432,2074,3410,3546,5037
5392,446,5796,7362,4522
958,3869,2656,6792,4485
7013,117,5959,4844,7242
1096,4738,6228,701,2843
1078,1167,269,1292,5351
2893,3148,5009,4986,2571
6985,7425,7003,3339,5465
3624,532,4584,2311,1967
5164,124,3921,2507,2350
519,7271,622,4880,3202
2823,5036,2802,696,6418
6877,2731,2901,4308,1671
400,1834,3974,6371,4222
3814,1679,1876,5489,6079
1453,6485,4376,7154,1630
1563,2914,36,3023,916
5673,2386,5188,7107,2660
5998,7162,5962,6155,5229
702,2140,5448,2941,4137
5662,1155,4785,752,4136
5511,2879,257,233,2396
837,313,4929,3613,5386
2520,6044,5560,1935,772
6245,6744,3598,213,5365
6450,5350,1849,3800,6364
4383,521,5887,6735,3320
2328,669,1158,2108,4253
439,2454,4218,3452,906
2648,3600,1443,1551,4629
5241,2694,5245,1334,1499
1717,5888,3302,2763,5523
119,4012,7338,2666,6997
1898,3170,3297,4996,3605
5626,3979,6983,1251,4147
2640,3716,5801,2934,6678
7203,1047,5954,7305,98
4324,740,4348,5825,1332
4944,1016,5025,1125,6851
2167,1072,2301,7473,851
5219,5519,706,4948,147
2756,4355,4838,1212,2716
2614,3925,4334,5760,1438
497,4256,4419,7083,6722
871,146,3151,5321,5341
6346,157,5054,699,1134
5873,1760,5154,3883,6543
3351,48,5619,773,3849
1692,5632,3489,1194,7433
2049,2728,4950,408,5643
137,5986,2002,1157,5092
3379,6098,922,4338,6559
1535,4098,143,4854,145
782,7280,2523,488,1055
1508,3498,4398,2547,3163
4591,6095,1101,1358,3175
7045,822,3908,7073,4227
2453,1672,2225,5139,3754
4672,226,4172,2028,282
4251,5120,2420,4596,2483
5784,3004,5853,6357,4640
2587,3225,5134,352,1283
7481,753,5938,4516,5152
3640,6009,5573,318,3084
1942,2779,90,3905,103
1585,2466,3173,480,2635
7092,5388,1768,4539,4536
491,5949,4894,573,1239
1914,5776,4558,6719,4626
4823,6320,6197,6122,3016
564,535,1426,4460,1034
5761,6056,4762,6045,6102
2859,6612,2846,7345,3746
1263,2103,679,908,3154
1774,3950,6588,5805,4295
7034,5637,5104,501,3031
5376,5889,4028,4857,3659
1138,5117,4711,771,4643
5438,3104,7224,3796,890
6593,6672,2130,2333,5236
4692,1870,7191,6196,4087
4710,1929,3167,369,1734
2433,1917,6636,6890,7039
3393,6439,6534,7176,6793
20,7437,2844,4797,1918
6409,5968,1511,180,1791
1376,3085,1639,812,66
4620,2764,4839,5408,1707
156,6615,1578,7379,629
7459,6835,1736,7018,1092
2608,94,5209,1577,6699
6021,6796,3190,3210,447
5299,4606,1318,4758,4955
3832,4377,811,1847,4720
4155,2627,7369,5568,1238
3057,3542,2514,4842,5848
3502,487,4097,4645,2916
2964,1841,5156,6314,6600
4361,6725,3130,7371,7477
6103,3977,596,5898,5273
736,1616,1087,1410,1971
5013,4740,5330,6828,4341
1608,6431,373,6093,2379
4027,6902,2922,1695,4086
2781,2722,2597,5530,4278
4589,1889,7471,3074,7354
2223,5328,4297,6655,3164
6525,3725,2072,7231,6513
6801,4285,2248,1922,4068
2890,4510,5317,5400,499
646,6971,6497,1331,4059
7139,5314,4862,1063,6461
6709,2481,6369,1259,2560
1640,5303,5612,1712,2817
1346,574,451,6230,6679
3785,7395,4527,2576,6553
6113,930,4980,4836,1474
5829,1448,3726,577,5831
6116,750,7192,3701,7431
1449,4753,5563,6741,4874
4299,6330,1313,3458,5819
3381,2943,681,1656,3776
5124,503,1272,302,990
1459,1497,2168,4392,3107
2689,3143,1880,1930,7484
286,4404,691,1678,5629
5762,359,4069,3495,3618
4255,3374,7445,2827,6995
5178,2362,3830,5849,3020
5378,355,5231,776,3313
3425,4983,2053,4942,3312
4697,6213,305,1637,5872
3970,3617,6860,2462,4287
6193,6855,1953,2277,2004
2235,1409,3891,2139,7408
5150,3548,1056,879,38
7308,5171,4349,5132,6231
1763,2806,1747,5484,729
5736,237,3080,2745,7038
2476,96,690,6355,6921
517,6667,5179,1243,4631
7093,6240,923,6638,6819
354,5539,5093,6662,2558
5901,6312,5457,1142,1023
5616,7033,7418,4735,6745
1117,4678,6464,4436,6069
65,4243,3205,4071,2102
1958,5426,5905,87,3557
7263,6881,3500,5369,988
1347,3060,7024,214,107
5278,6318,7466,4269,3554
176,3140,1799,987,807
5743,4498,5660,1573,1319
1998,3462,1317,4310,5423
1288,712,3227,6220,4756
2502,2828,2273,4192,6873
100,1473,6818,3683,1619
3029,3986,6767,2574,6807
5926,5890,6123,6580,7353
474,6377,3103,1665,2643
6442,6650,816,5567,4163
828,2881,4801,4933,259
7016,1565,6775,1253,15
3799,1234,969,5086,6826
1136,711,224,2724,3918
854,5454,2300,3579,2246
4362,5969,4296,7009,1195
7200,1633,2448,4725,5255
1035,3172,5933,4263,4199
1275,1080,112,3144,1026
1036,4284,26,3007,3022
4291,2397,7257,5414,2178
4699,5930,7147,3477,2674
6988,6360,4972,2793,6663
2626,6550,2578,546,4984
5669,4201,1539,5385,6404
3093,2387,1067,6400,1419
7118,6273,2940,3610,4784
3406,769,5608,5326,2770
5105,2005,4482,1192,6846
78,2287,6235,3416,5042
2256,7328,1146,4759,2479
1709,1638,4647,724,470
1269,5228,2595,249,1412
1389,6974,2780,6566,3938
894,5700,5234,626,2077
5193,4732,3787,1952,6019
2406,5961,3176,2585,3752
3641,2330,1289,349,6627
1123,4129,5786,5111,6785
5710,3398,1821,6128,1312
6324,6270,2237,394,6847
5723,3463,5019,3870,927
1322,960,6387,3677,4441
299,2107,4049,2849,3237
2410,6521,3352,5720,2284
2513,5522,5360,6085,3709
6763,1992,6271,7447,3853
6370,7001,5529,4045,7053
6999,4418,4214,4112,4057
778,4783,3218,3620,4120
5630,6982,1762,6954,6027
1266,5404,7286,3896,4281
4113,5353,1617,5963,7430
3049,4746,6472,6129,3651
5485,5709,748,4583,2347
1852,7316,3668,5964,533
805,2218,3086,2798,6373
539,704,3949,7274,1979
4876,6301,2346,2343,7240
992,2617,1509,3450,1809
1278,3552,6670,4275,3380
5437,3028,3783,2061,171
7450,2814,329,3689,558
1421,2402,1367,5693,6242
7300,6426,4077,6323,5595
1828,4044,5546,3408,3446
5524,2782,4822,6906,3059
7279,3371,23,792,1256
2394,2947,2323,1437,3769
5615,2303,3361,482,538
1761,2913,4686,6573,3568
5774,5471,1336,1845,1913
2122,3100,252,384,2655
4938,1513,2676,1362,1028
4093,3602,2527,6334,344
2380,3884,3989,3615,3881
4073,6341,310,5879,2040
6279,5641,284,1628,6229
756,3983,366,5770,6666
7370,6265,7156,6041,1365
4501,6714,1229,5490,18
377,3749,4791,4081,3244
7255,3997,5587,7217,1902
0,6514,5352,4998,331
868,6356,3260,6690,6887
1643,2474,2519,1823,3626
4328,2981,2847,3412,6120
6427,5841,406,6803,4038
4264,6537,5830,3955,2320
2186,6825,6577,3750,4471
3062,5528,4615,2811,3039
4586,6441,3315,1705,5344
5737,3801,978,6929,2688
7208,764,5721,2282,4154
5706,2657,6869,4170,1642
6239,3286,1116,1057,829
2017,6868,6652,2180,5339
2487,5617,339,5381,1516
2613,68,2857,3940,3105
4864,5973,2621,4083,4417
2926,647,7080,4920,2500
5226,7401,2438,1109,43
5302,6115,5015,1191,116
2119,4749,2561,1572,6604
6480,4908,3207,5958,659
5610,5244,4925,5004,4860
3995,2924,4601,2703,4311
7434,6708,1766,7218,1846
7335,7222,6742,2179,3857
1245,1961,3840,6092,5982
3451,6721,6630,7376,5864
4180,2985,115,840,1792
3877,5679,3340,4879,2509
5683,6347,7458,674,4434
2182,754,7474,965,2373
3588,5159,2755,6478,6962
595,485,5020,2202,5274
3421,4937,2132,7441,1148
2258,367,5411,611,5580
5935,4869,79,1369,6405
1949,5043,2667,516,6077
3670,4870,1493,1392,6972
1629,1265,1398,804,5699
3798,786,1541,3423,1290
4431,306,72,6060,1956
6349,859,6727,3914,775
132,4837,1503,4309,6061
2087,2787,3443,1675,3196
2401,3611,6915,2106,3287
963,5911,3937,6086,1699
335,3592,4466,6068,7272
1797,163,4043,3385,4966
289,2803,478,3222,586
3772,5957,6259,108,6158
2536,6221,3259,4239,1093
3291,4085,3513,7155,6882
2159,2187,4220,4871,7364
1054,5497,785,1472,3025
5425,181,1082,820,3698
6134,1725,1686,4168,7410
1553,2446,3520,2184,781
6366,6587,7392,3334,2797
5481,3010,3608,1746,4769
443,6773,3745,2068,2385
4889,4742,6368,5114,3816
3316,363,6114,2927,3786
7360,5665,6157,6606,3112
5950,888,5981,4033,4151
3021,3872,5053,6212,5129
2700,3553,5055,5136,649
3889,1368,1188,6226,5927
380,1988,3609,5026,51
2276,7158,6176,5537,1556
6035,7145,6473,54,4101
5473,2266,7112,2429,6161
2542,2085,2165,7382,6909
4777,3996,5984,5956,279
