"SMILES","CYP450 modulation"
"COC1=CC=CC=C1C1=CC(NCC2=NC=C(C)N=C2)=NC=N1","Inhibitor"
"O=C(N1CCC[C@@]2(CCN(CC3=CC=C(C=C3)C#N)C2)C1)C1=CC=CO1","Noninhibitor"
"OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I","Noninhibitor"
"FC1=CC=C(NC2=NC=NC3=C2C=C(C=C3)C2=COC=C2)C=C1","Inhibitor"
"NC(N)=N\N=C(\C1CC1)C1=CC=C(Cl)C=C1","Inhibitor"
"C[C@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O","Inhibitor"
"CC(C)C[C@@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@H](CCCN)NC(=O)C[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@@H]1CNCC[C@H]1N","Noninhibitor"
"COC1=CC=CC(=C1)C1=NC=CC(=N1)N(C)CC1=CC=CO1","Inhibitor"
"CC(C)NC(=O)N1CCCC2(CCN(CC2)C(=O)C2=C(C)ON=C2C)C1","Noninhibitor"
"COC1=CC=C(C=C1)N1C(=O)C(=NC2=CN=C(N=C12)N1CCOCC1)C1=CC(F)=CC(F)=C1","Inhibitor"
"O=C1O\C(C=C1)=N\C1=CC=CC2=C1C=CC=C2\N=C1/OC(=O)C=C1","Noninhibitor"
"CC1=CC(=O)N(O)C(=C1)C1CCCCC1","Inhibitor"
"CC(C)(C)NC[C@H](O)C1=CC(Cl)=C(N)C(Cl)=C1","Noninhibitor"
"CC(C)(C)COS(=O)OCC(C)(C)C","Noninhibitor"
"CC1=C(C(C)=NO1)C1=NC=CC(NCC2=CC=CC=C2)=N1","Inhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CN(C2)C2=CC=CC(=C2)C2=CC=CC=C2)CC1","Inhibitor"
"C\C(N)=N/CC1=CC=CC(CN)=C1","Noninhibitor"
"FC1=CC=CC(=C1)C1=NC2=CN=CN=C2N(CC2=CC=CC=C2Cl)C1=O","Inhibitor"
"O=C(NC1=CC2=CC=CC=C2C=C1)[C@H]1C[C@@H]1[C@H](NP(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","Inhibitor"
"FC(F)(F)C1=CC(=CC(CN2CC[C@]3(C2)CCCN(C3)C(=O)C2=CSN=N2)=C1)C(F)(F)F","Noninhibitor"
"C\C=C1/CC(=C)[C@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23","Noninhibitor"
"COC1=CC=C(C=C1)N1C(=O)C(=NC2=CN=CN=C12)C1=CC=C(F)C=C1","Noninhibitor"
"COC1=NC=C2N=C(C3=CN(C)C4=CC=CC=C34)C(=O)N(CC3=CC=C(F)C=C3)C2=N1","Inhibitor"
"FC1=CC(=CC(F)=C1)C1=NC2=CN=C(NC3=CC=CC=C3)N=C2N(C[C@H]2CCCO2)C1=O","Noninhibitor"
"COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","Noninhibitor"
"CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1","Noninhibitor"
"NCCSCCC(O)=O","Noninhibitor"
"CC1=NN(C(=O)[C@@H]1\N=N\C1=CC=C(C=C1)S(N)(=O)=O)C1=CC=CC=C1","Inhibitor"
"CC1=CC=C(C=C1)S(=O)(=O)NNC1=C2C=C(C(O)=O)C(=O)C=C2NC1=O","Noninhibitor"
"CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C(C)=O","Inhibitor"
"O=C(NC1=CC=CC=C1)N1CC[C@]2(C1)CCCN(C2)C(=O)C1=CC=NC=C1","Noninhibitor"
"C[C@@H](CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12","Inhibitor"
"NC1=C2C=C(C=CC2=CC(=C1)S(O)(=O)=O)S(O)(=O)=O","Noninhibitor"
"CS(=O)(=O)N1CCC2(CN(CC3=CC=CC=C3)C2)CC1","Noninhibitor"
"CC1=C(C(=O)N2CCC3(CN(C3)C(=O)NC3=CC(F)=CC=C3)CC2)C(C)=NO1","Noninhibitor"
"C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO","Noninhibitor"
"CCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC","Inhibitor"
"CN[C@@H]1[C@H](O)[C@H](NC)[C@@H]2O[C@@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O","Noninhibitor"
"FC(F)(F)C1=CC=CC=C1C1=NC=CC(=N1)N1CCNCC1","Inhibitor"
"CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@H]2CCCN2C1=O)C(C)C","Noninhibitor"
"O=C(NCCC1=CNC2=CC=CC=C12)[C@H]1C[C@@H]1[C@H](NP(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","Inhibitor"
"CC1=CC2=C(C=C1)N=C(N\N=C/C1=CC=CC(C)=N1)C=C2C","Inhibitor"
"CN(C)CCCN1C2=CC=CC=C2SC2=C1C=CN=C2","Inhibitor"
"COC1=CC=CC=C1CNC1=NC(=NC=C1)C1=CC=C(C=C1)N(C)C","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=CC=C2)[C@H]2[C@H](CC(=O)C(=O)N(C)C)C(=O)C=C2CN1C(=O)C1=CC=CC=C1","Noninhibitor"
"CC(C)NC(=O)N1CC2(C1)CCN(CC2)C(=O)C1=CC=NC=C1","Noninhibitor"
"NOCC(O)=O","Noninhibitor"
"CC1=CN=C(CNC2=NC(=NC3=CC=CC=C23)C2=COC=C2)C=N1","Inhibitor"
"CN1C=CC=C1C(=O)N1CCC2(CC1)CCN(CC2)C1=CC=CC=C1","Inhibitor"
"CC1=CC(CNC2=NC=NC=C2C2=CC(NS(C)(=O)=O)=CC=C2)=CC=C1","Inhibitor"
"O=C(N1CCC2(CN(CC3=CC=C(C=C3)C#N)C2)CC1)C1=CC=CO1","Noninhibitor"
"CN(C)S(=O)(=O)C1=CC=C(NC2=C3C(=O)C4=C(C=CC(O)=C4C(=O)C3=C(O)C=C2)[N+]([O-])=O)C=C1","Inhibitor"
"CN(C)CC1=CC=CC=C1C1=NC2=CC=CC=C2C(NC2CC2)=N1","Inhibitor"
"NC1=NN=NN1CCO","Inhibitor"
"OC[C@@H]1O[C@H]([C@@H](O)[C@H]1O)N1C=NC2=C(N[C@@H]3C[C@@H]4CC[C@H]3C4)N=CN=C12","Noninhibitor"
"C(NC1=NC(=NC2=CC=CC=C12)C1=COC=C1)C1=CN=CC=C1","Inhibitor"
"NC(N)=N[C@H](CCC(O)=O)C(O)=O","Noninhibitor"
"CN(C)CC1=CC=CC=C1C1=CC(=NC=N1)N(C)CC1=CC=CO1","Inhibitor"
"OS(=O)(=O)C1CCNCC1","Noninhibitor"
"CN1CCN(CC1)C1=NC=C2N=C(C(=O)N(CCC#N)C2=N1)C1=CC=C(Cl)C=C1","Inhibitor"
"CC1=C(NC(\C=C/C(O)=O)=NC1=O)C(O)=O","Noninhibitor"
"CC[C@H](CO)NC(=O)[C@@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1","Noninhibitor"
"CCCC[C@H]1CC1[C@@H]1N([C@@](CO)(CC11CC1)C1=CC=CC=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"CN1C(=O)C=NC2=CN=C(NC3=CC=CC=C3)N=C12","Inhibitor"
"OC(=O)CNCCC1=CC=CC=C1","Noninhibitor"
"C[N+](C)(C)C1=NC(N)=NC2=C1N=CN2[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O","Noninhibitor"
"O[C@@]1(CC2=CC=CC=N2)C(=O)NC2=CC=CC=C12","Noninhibitor"
"COC(=O)[C@H]1C[C@@H]1[C@H](N)C1=CC=CC=C1","Noninhibitor"
"C[C@@H](CCC1=CC=CC=C1)N[C@@H](C)[C@H](O)C1=CC=C(O)C=C1","Inhibitor"
"CCC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@H]2CC[C@@]3(C)[C@H](CC[C@]3(O)CCC(O)=O)[C@H]12","Noninhibitor"
"COC1=CC=CC=C1CNC1=NC=NC=C1C1=CN=CC=C1","Inhibitor"
"C[C@@H]1O[C@H](O[C@H]2C[C@@H]3O[C@@](O)(C[C@@H](O)[C@H]3C(O)=O)C[C@@H](O)[C@@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@@H](C)[C@@H](O)[C@@H](C)\C=C\C=CCC\C=C\C=C\C=C\C=C2)[C@@H](O)[C@H](N)[C@@H]1O","Inhibitor"
"FC1=CC=C(CN2C(=O)C=NC3=CN=C(N=C23)N2CCNCC2)C=C1","Inhibitor"
"COC1=CC=CC=C1C1=CN=CN=C1N1C=CN=C1","Inhibitor"
"NCCC[C@@H](CC(=O)N[C@@H]1CCCC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)CC1=CC=CC=C1)NC(=O)C[C@H](CO)NC(=O)[C@@H]1CNCC[C@H]1N","Noninhibitor"
"N[C@H](C(=O)N[C@H]1[C@@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1","Noninhibitor"
"CC[C@H]1CN2CC[C@@H]1C[C@H]2[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1","Noninhibitor"
"COC1=CC(OC)=C(CNC2=NC(=NC3=CC=CC=C23)C2=CC3=C(OCO3)C=C2)C=C1","Inhibitor"
"CC[C@@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@H]2C[C@@H]1C[C@@H]1NCCC2=CC(O)=C(OC)C=C12","Noninhibitor"
"ClC1=CC=C(C=C1)C1=NC2=CN=C(OCC3=CC=CC=C3)N=C2N(CCC#N)C1=O","Inhibitor"
"O=S(=O)(N1CCC2(CCN(CC2)C2=CC=C(C=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1","Inhibitor"
"CCCC[C@@H]1C[C@H]1C(NC(=O)C1=CC=CS1)C1=CC=C(C=C1)C1=CC=CC=C1","Inhibitor"
"CN(C)C1=NC=C2N=CN=C(NC3=CC4=C(C=C3)N(CC3=CC=CC=C3)N=C4)C2=C1","Inhibitor"
"CC(C)[C@@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)CC1=CC=CC=C1)NC(=O)C[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@@H]1CCCC[C@H]1N","Inhibitor"
"NC1=C(C=NC2=NN=NN12)C(=O)NC1=CC=C(C=C1)[As](O)(O)=O","Noninhibitor"
"COC1=C(O)C2=C3[C@@H](CC4=CC=C(OC5=C(O)C=CC(C[C@H]6N(C)CCC7=CC(OC)=C(O2)C=C67)=C5)C=C4)N(C)CCC3=C1","Noninhibitor"
"O=C1N(CC2=CC=CS2)C2=NC(NC3=CC=CC=C3)=NC=C2N=C1CCC1=CC=CC=C1","Noninhibitor"
"CCN(CC)CCN1N=CC2=C(N)N=CN=C12","Noninhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CN(C2)C2=NC=CC=N2)CC1","Noninhibitor"
"O[C@@H]1CC[C@H]2CC3=CC=CC=C3N=C12","Inhibitor"
"CCCN1CC[C@H]2[C@H]1CCC1=C2C=C(O)C=C1","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=CC=CC=C1)C(=O)N1CCCC1","Inhibitor"
"CCCC[C@H]1C[C@@H]1[C@H](NP(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1(CC(=C)C2=CC(OC)=CC=C2)CC1","Inhibitor"
"CN(C)CC1=CC(CN(C)C)=C(O)C(Cl)=C1","Noninhibitor"
"C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)C1=CN=CC=C1)C1=CC=CC=C1)C(=O)NC1=CC2=CC=CC=C2C=C1","Inhibitor"
"NC1=CC=C(C=C1)S(=O)(=O)NCC1=NC=CS1","Noninhibitor"
"C[C@H](CC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1)N1CCCCC1","Noninhibitor"
"CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12","Noninhibitor"
"CCNC1=NC=C2N=C(C(=O)N(CCC3=CC=CC=C3)C2=N1)C1=CC(F)=CC(F)=C1","Inhibitor"
"NC1(CCCC1)C(=O)NC1(CCCC1)C(O)=O","Noninhibitor"
"CCCC1=CC2=C(C(C)C3CN(C(=O)C4=CC=CC=C4)C(C)(C23)C(=O)OC)N1CC1=CC=C(OC)C=C1","Inhibitor"
"FC(F)(F)C1=CC(=CC(=C1)C(=O)N1CCC[C@@]2(CCN(CC3=CC=CC=C3)C2)C1)C(F)(F)F","Inhibitor"
"COC1=CC=C(C=C1)N1C(=O)C(=NC2=CN=C(N=C12)N1CCOCC1)C1=CC=C(Cl)C=C1","Inhibitor"
"CN(C)C1=NC=C2N=C(C3=CC=CS3)C(=O)N(CCC3=CC=CC=C3)C2=N1","Inhibitor"
"C(=N/C1=CC2=CC=CC=C2N=C1)\C1=NC2=CC=CC=C2C=C1","Inhibitor"
"NCC(=O)NC1=C(C=C(Cl)C=C1)C(=O)C1=CC=CN1","Inhibitor"
"C[C@@H]([C@H](O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1","Inhibitor"
"CCC1=C2CN3C(=CC=CC3=O)C2=NC2=CC=CC(C(C)C)=C12","Inhibitor"
"N[C@@H](CC1=CC=CC=C1)C(O)=O","Noninhibitor"
"COC1=NC=C2N=C(C(=O)N(C[C@H]3CCCO3)C2=N1)C1=CC=C(Cl)C=C1","Inhibitor"
"OCC1=CC(=O)C(O)=CO1","Noninhibitor"
"CN(C)CC1=CC=CC=C1C1=NC=CC(NCC2=NC=C(C)N=C2)=N1","Inhibitor"
"OCC[N+]([O-])(CCO)C1=NC=NC2=C1NC=N2","Noninhibitor"
"CCNC1=NC=C2N=C(C(=O)N(CCC3=CC=CC=C3)C2=N1)C1=CC=CC=C1","Inhibitor"
"CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)S(C)(=O)=O","Noninhibitor"
"COCCNC1=NC=NC2=C1C=C(C=C2)C1=COC=C1","Inhibitor"
"O[Sb](O)(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1","Inhibitor"
"FC(F)(F)C1=CC=CC=C1C1=CC(NCC2=CC=CS2)=NC=N1","Inhibitor"
"NC(N)=NCCNOS(=O)C1=CC=CC2=C1C=CN=C2","Noninhibitor"
"CN(CCC1=CC(Cl)=C(Cl)C=C1)[C@H]1CCCC[C@H]1N1CCCC1","Inhibitor"
"NC(N)=N[C@H](CC(O)=O)C1=CC=CC=C1","Noninhibitor"
"O=C(N1CCC2(CCN(CC3=CC=C(C=C3)C#N)CC2)CC1)C1=CSN=N1","Noninhibitor"
"CC(=O)ON(C(C)=O)S(=O)(=O)C1=CC=C(Cl)C=C1","Noninhibitor"
"CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=C(C=C1)[N+]([O-])=O","Inhibitor"
"CC1=CC(CNC2=NC=NC(=C2)C2=CC=CC(=C2)C#N)=CC=C1","Inhibitor"
"COC1=CC=CC(CN2C(=O)C(=NC3=CN=C(N=C23)N2CCNCC2)C2=CC(F)=CC(F)=C2)=C1","Noninhibitor"
"O=C1N(C[C@H]2CCCO2)C2=NC(NC3=CC=CC=C3)=NC=C2N=C1CCC1=CC=CC=C1","Inhibitor"
"COC1=CC=CC=C1CN1CCC2(CCNCC2)CC1","Noninhibitor"
"CC(C)(C)C1=CC=C(CN2CCN(CC2)[C@H](C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1","Noninhibitor"
"COC1=CC=CC=C1C1=NC2=CC=CC=C2C(NCCC2=CN=CN2)=N1","Inhibitor"
"OC(=O)C1=CC=CC=C1C1C2=CC=CC=C2OC2=CC=CC=C12","Noninhibitor"
"NCCC1=CC=C(C=C1)S(F)(=O)=O","Inhibitor"
"OC(=O)\C=C/C(=O)NC1=CC2=C(CC3=CC=CC=C23)C=C1","Inhibitor"
"C\C(=N\NS(=O)(=O)C1=CC=C(C)C=C1)P(O)(O)=O","Noninhibitor"
"COC1=C(O)C=CC(\C=C/C(=O)CC(=O)\C=C/C2=CC(OC)=C(O)C=C2)=C1","Inhibitor"
"NNC(=O)C1=CC=C(OCC2=NC3=CC=CC=C3N2)C=C1","Inhibitor"
"C(NC1=NC(=NC2=CC=CC=C12)C1=COC=C1)C1=CC=CC=C1","Inhibitor"
"C1C[C@]2(CN1C1=CC=CC(=C1)C1=CC=CC=C1)CCCNC2","Inhibitor"
"CN1C2=C(N(CCSS(O)(=O)=O)C=N2)C(=O)N(C)C1=O","Noninhibitor"
"COC1=CC=C(C=C1)C(=O)C1=C(C)N(CCN2CCOCC2)C2=C1C=CC(I)=C2","Inhibitor"
"N[C@@]1(CCC2=C1C=CC(=C2)C(O)=O)C(O)=O","Noninhibitor"
"COC1=CC=CC=C1C1=CC2=C(C=C1)N=CN=C2NCC1=CC=CC=C1","Inhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC[C@@]2(CCN(CC3=CC=CC=C3OC)C2)C1","Noninhibitor"
"FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1","Inhibitor"
"CNC1=NC=NC=C1C1=C(C)ON=C1C","Inhibitor"
"COCCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C","Inhibitor"
"COCCN1C(=O)C(=NC2=CN=C(OC3=CC=C(OC)C=C3)N=C12)C1=CC=CC=C1","Inhibitor"
"CCC\C=C(/CCC)C(NC(=O)C1=CC=CS1)C1=CC=C(C=C1)C(=O)OC","Inhibitor"
"CO[C@@H]1C[C@H](O[C@H]2[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)C[C@H]([C@@H]3OC(C)=O)N(C)C)[C@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@H](OC(C)=O)[C@H](C)[C@H](C)OC(=O)[C@@H]2C)O[C@H](C)[C@@H]1OC(C)=O","Noninhibitor"
"CN(C)C(=O)C1=CC=C(C=C1)C1=CC2=C(C=C1)N=CN=C2N1CCN(C)CC1","Noninhibitor"
"S=C(NC1=CC2=C(C=C1)C1=CC=CC=C1C2)NC1=CC2=C(C=C1)C1=CC=CC=C1C2","Inhibitor"
"OC(=O)CSCCC1=CC=CC=C1","Noninhibitor"
"ClC1=CC=C(CSC2=NC=CC(=O)N2)C=C1","Noninhibitor"
"FC1=CC=C(C=C1)C1=NC2=CN=C(OC3=CC(Cl)=CC=C3)N=C2N(C[C@H]2CCCO2)C1=O","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCSCCO)C(=O)N1CCCC1","Noninhibitor"
"C(NC1=NC(=NC2=CC=CC=C12)C1=CC2=C(OCO2)C=C1)C1=CC=CS1","Inhibitor"
"FC(F)(F)C1=CC(=CC(=C1)C(=O)N1CCC2(CN(CC3=CC=C(C=C3)C#N)C2)CC1)C(F)(F)F","Noninhibitor"
"CC(C)C1=CC2=C(C=C1)N(CC1=CC=C(Cl)C=C1)C(CC(C)(C)C(O)=O)=C2SC(C)(C)C","Inhibitor"
"O=C(N1CCC[C@@]2(CCN(C2)C2=CC=CC(=C2)C2=CC=CC=C2)C1)C1=CC=NC=C1","Inhibitor"
"CCCC[C@@H]1C[C@H]1C(NC(=O)C1=CC=CC=C1)C1=CC=C(C=C1)C(=O)OC","Inhibitor"
"COCC1[C@@H](C)C2=C3C(CC[C@H]4C(OCC5=C(C=C(F)C=C5)C(F)(F)F)OC[C@](C)([C@@H]34)N(C2)C(=O)OC(C)(C)C)C1COC","Inhibitor"
"CCN(CC)CCOC(=O)C1=CC(Cl)=C(N)C=C1OC","Inhibitor"
"CC(C)CN1CC2(C1)CCN(CC2)C(=O)C1=CSN=N1","Noninhibitor"
"C[N+](C)(C)CCN[N@@+]1(C)CCCC2=CC=CC=C12","Noninhibitor"
"O=S(=O)(N1CCC[C@@]2(CCN(CC3=CC=C(C=C3)C#N)C2)C1)C1=CC=CC=C1","Inhibitor"
"CN1C2=N\C(=N\NN3CCN(CCO)CC3)N=C2C(=O)N(C)C1=O","Noninhibitor"
"CC1=CC(=O)NC2=CC3=C(C=C12)C1=CC=CC=C1O3","Inhibitor"
"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N=C)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","Noninhibitor"
"OCCCNCC1=CC=CC=N1","Noninhibitor"
"CC1=C(C(=O)N2CCC[C@@]3(CCN(CC4=CC=C(C=C4)C#N)C3)C2)C(C)=NO1","Noninhibitor"
"OC1=C2O[C@@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C","Noninhibitor"
"CN(CC(Br)=C)CC(Br)=C","Noninhibitor"
"CN(CC1=CC=CO1)C1=NC=NC=C1C1=C(C)ON=C1C","Noninhibitor"
"NC(N)=NC1=CC=C(C=C1)C1=CC=C(C=C1)N=C(N)N","Noninhibitor"
"CN1CCN(CC1)C1=NC=C2N=C(C)C(=O)N(C[C@H]3CCCO3)C2=N1","Inhibitor"
"O=C(C[N+]1(CCOCC1)C1=CC=CC=C1)C1=CC=CC=C1","Inhibitor"
"C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@](C)(O)[C@@]1(C)O)[C@H]23","Noninhibitor"
"CC(=O)NC1=NC2=C(NC(CO)=N2)C(NC(C)=O)=N1","Noninhibitor"
"[O-][N+]1=C(C(=O)C2=CC=CC=C12)C1=CC=CC=N1","Inhibitor"
"OCCN(C(=O)CO)C1=C(I)C(C(=O)NC[C@@H](O)CO)=C(I)C(C(=O)NC[C@@H](O)CO)=C1I","Noninhibitor"
"CC(C)C[C@@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@H](CCCN)NC(=O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]1CCCC[C@H]1N","Noninhibitor"
"O=C(OC1=CC=CC=C1)N1CCC[C@@]2(CCN(C2)C2=CC=CC=N2)C1","Inhibitor"
"OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1","Inhibitor"
"CCC\C=C(/CCC)C(NC(=O)C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F","Noninhibitor"
"COC(=O)N1CCC2(CCN(CC3=NC=CS3)CC2)CC1","Noninhibitor"
"S=C(NC1=NC=CS1)NC1=CC=CC=C1","Inhibitor"
"CCCC(CCC)C(O)=O","Noninhibitor"
"COC1=CC(OC)=C(CNC2=NC=NC=C2C2=COC=C2)C=C1","Inhibitor"
"OC1=C2C(=O)C=C(N3CCN(CC3)C3=CC=CC=N3)C(=O)C2=C(O)C=C1","Inhibitor"
"N[C@@](CCC1=CC=CC=C1)(C(O)=O)C1=CC=CC=C1","Noninhibitor"
"CS(=O)(=O)N1CCC2(CCCN(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C2)CC1","Inhibitor"
"CCNC1=NC=C2N=C(CCC3=CC=CC=C3)C(=O)N(C3=CC=CC=C3)C2=N1","Inhibitor"
"CN1C(C[C@@H](O)C2=NC3=CC=CC=C3N2C)=NC2=CC=CC=C12","Noninhibitor"
"C[C@@H](CCO)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12","Inhibitor"
"COCCN1C(=O)C(=NC2=CN=C(N=C12)N1CCOCC1)C1=CC=C(F)C=C1","Inhibitor"
"COCC(=O)N1CCC[C@@]2(CCN(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C2)C1","Noninhibitor"
"O=C1C2=CC=CC=C2C(=O)C2=C1C=CC=C2NC1=C2C3=C(NC4=CC=CC5=C4C(=O)C4=CC=CC=C4C5=O)C=C4C5=CC=CC=C5C(=O)C5=C4C3=C(C=C5)C3=C2C2=C(C=C3)C(=O)C3=CC=CC=C3C2=C1","Inhibitor"
"COC1=CC=C(C=C1)N1C(=O)C(=NC2=CN=CN=C12)C1=CN(C)C2=CC=CC=C12","Inhibitor"
"CCNC1=NC=C2N=C(C(=O)N(C)C2=N1)C1=CC=CC(=C1)C#N","Inhibitor"
"OC(=O)[C@H](CC1=CC(I)=C(O)C(I)=C1)C1CCCCC1","Noninhibitor"
"CN1[C@H]2CC[C@@H]1CC(C2)OC1C2=CC=CC=C2CCC2=CC=CC=C12","Noninhibitor"
"NC(=O)C1=CC=[N+](CC2=C(N3[C@@H](SC2)[C@H](NC(=O)CC2=CC=CS2)C3=O)C(O)=O)C=C1","Noninhibitor"
"NC1=NNC2=CC=CC=C12","Noninhibitor"
"COC1=CC=C(NC(=O)N2CCC3(CC2)CCN(CC3)C(=O)C2=NC=CN=C2)C=C1","Inhibitor"
"OC1=C(N\N=C2\C(=O)C=C(C3=C2C=CC(=C3)[N+]([O-])=O)S(O)(=O)=O)C=CC2=CC=CC=C12","Inhibitor"
"COC1=C(OC)C=C2C(=C1)N1[C@@H]3[C@@H]4[C@@H](CC1=O)OCC=C1CN5CC[C@@]23[C@@H]5C[C@@H]41","Noninhibitor"
"C[C@]12CC[C@@H]3[C@H](CCC4=C3C=CC(O)=C4)[C@H]1CC[C@@H]2OC(=O)CCC1=CC=CC=C1","Noninhibitor"
"COC(=O)[C@H]1[C@H](CC[C@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@@H]3C[C@@H]12)OS(O)(=O)=O","Noninhibitor"
"N#CC1=CC(=CC=C1)C1=CC(NCC2=CC=CS2)=NC=N1","Inhibitor"
"C(CC1=CC=CC=N1)N1CCCCCC1","Noninhibitor"
"CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@@H](N)C1=CC=CC=C1)C2=O","Noninhibitor"
"CC1=CC=CC=C1C1=NC=CC(NCCN2CCOCC2)=N1","Inhibitor"
"CO[C@@]1(NC(=O)CSCC#N)[C@@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O","Noninhibitor"
"CC1=CN=C(CNC2=NC=NC=C2C2=CC=CC=C2C#N)C=N1","Inhibitor"
"OCCNS(=O)(=O)C1=CC=C(C=C1)[As]=O","Noninhibitor"
"COC1=CC=CC=C1C1=CN=CN=C1N(C)CC1=CC=CO1","Inhibitor"
"NNC1=NN=CC2=CC=CC=C12","Inhibitor"
"COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)C1=NC=CN=C1)C1=CC=CC=C1","Inhibitor"
"CS(=O)(=O)NC1=CC=CC(=C1)C1=CC(NCC2=CC=CC=C2)=NC=N1","Inhibitor"
